Src,Dst,LR
COL11A1,ITGA1&ITGB1,COL11A1_ITGA1&ITGB1
COL11A1,ITGA2&ITGB1,COL11A1_ITGA2&ITGB1
COL14A1,ITGA2&ITGB1,COL14A1_ITGA2&ITGB1
COL18A1,ITGA2&ITGB1,COL18A1_ITGA2&ITGB1
COL3A1,ITGA2&ITGB1,COL3A1_ITGA2&ITGB1
COL5A1,ITGA2&ITGB1,COL5A1_ITGA2&ITGB1
COL5A2,ITGA2&ITGB1,COL5A2_ITGA2&ITGB1
COL5A3,ITGA2&ITGB1,COL5A3_ITGA2&ITGB1
COL7A1,ITGA2&ITGB1,COL7A1_ITGA2&ITGB1
COL8A1,ITGA2&ITGB1,COL8A1_ITGA2&ITGB1
COL11A1,ITGA10&ITGB1,COL11A1_ITGA10&ITGB1
COL14A1,ITGA10&ITGB1,COL14A1_ITGA10&ITGB1
COL18A1,ITGA10&ITGB1,COL18A1_ITGA10&ITGB1
COL3A1,ITGA10&ITGB1,COL3A1_ITGA10&ITGB1
COL5A1,ITGA10&ITGB1,COL5A1_ITGA10&ITGB1
COL5A2,ITGA10&ITGB1,COL5A2_ITGA10&ITGB1
COL5A3,ITGA10&ITGB1,COL5A3_ITGA10&ITGB1
COL7A1,ITGA10&ITGB1,COL7A1_ITGA10&ITGB1
COL8A1,ITGA10&ITGB1,COL8A1_ITGA10&ITGB1
COL11A1,ITGA11&ITGB1,COL11A1_ITGA11&ITGB1
COL14A1,ITGA11&ITGB1,COL14A1_ITGA11&ITGB1
COL18A1,ITGA11&ITGB1,COL18A1_ITGA11&ITGB1
COL3A1,ITGA11&ITGB1,COL3A1_ITGA11&ITGB1
COL5A1,ITGA11&ITGB1,COL5A1_ITGA11&ITGB1
COL5A2,ITGA11&ITGB1,COL5A2_ITGA11&ITGB1
COL5A3,ITGA11&ITGB1,COL5A3_ITGA11&ITGB1
COL7A1,ITGA11&ITGB1,COL7A1_ITGA11&ITGB1
COL8A1,ITGA11&ITGB1,COL8A1_ITGA11&ITGB1
CD24,SIGLEC10,CD24_SIGLEC10
CLEC4G,LAG3,CLEC4G_LAG3
GNAI2,MTNR1A,GNAI2_MTNR1A
GNRH1,GNRHR,GNRH1_GNRHR
SHH,HHIP,SHH_HHIP
SHH,GAS1,SHH_GAS1
PSEN1,NCSTN,PSEN1_NCSTN
EFNA2,EPHA6,EFNA2_EPHA6
EFNA3,EPHA6,EFNA3_EPHA6
DHH,HHIP,DHH_HHIP
IHH,HHIP,IHH_HHIP
AFDN,EPHB3,AFDN_EPHB3
GNAI2,CCR5,GNAI2_CCR5
ADM,CALCR,ADM_CALCR
ADM2,CALCR,ADM2_CALCR
IAPP,CALCR,IAPP_CALCR
CALCB,CALCR,CALCB_CALCR
PROS1,AXL,PROS1_AXL
C5,C5AR1,C5_C5AR1
RPS19,C5AR1,RPS19_C5AR1
C5,C5AR2,C5_C5AR2
RARRES2,CMKLR2,RARRES2_CMKLR2
POMC,OPRD1,POMC_OPRD1
PDYN,OPRD1,PDYN_OPRD1
PENK,OPRD1,PENK_OPRD1
CAMP,FPR2,CAMP_FPR2
HEBP1,FPR3,HEBP1_FPR3
GNRH2,GNRHR,GNRH2_GNRHR
PSAP,GPR37,PSAP_GPR37
PSAP,GPR37L1,PSAP_GPR37L1
TAC1,TACR1,TAC1_TACR1
TAC3,TACR1,TAC3_TACR1
TAC1,TACR3,TAC1_TACR3
TAC3,TACR3,TAC3_TACR3
ARF1,PLD2,ARF1_PLD2
PROS1,TYRO3,PROS1_TYRO3
GNAS,ADRB2,GNAS_ADRB2
FGA,ITGB1,FGA_ITGB1
AFDN,EPHA7,AFDN_EPHA7
AFDN,EPHB2,AFDN_EPHB2
AFDN,EPHB6,AFDN_EPHB6
RSPO1,ZNRF3,RSPO1_ZNRF3
KMT2E,NCR2,KMT2E_NCR2
LIPH,LPAR2,LIPH_LPAR2
FGF13,SCN5A,FGF13_SCN5A
FGF13,SCN8A,FGF13_SCN8A
NTNG2,LRRC4,NTNG2_LRRC4
RSPO3,SDC4,RSPO3_SDC4
RTN4,LINGO1,RTN4_LINGO1
CNTN6,NOTCH1,CNTN6_NOTCH1
NTNG1,LRRC4C,NTNG1_LRRC4C
GNAS,GCGR,GNAS_GCGR
GNAI2,ADCY1,GNAI2_ADCY1
FGA,ITGAX,FGA_ITGAX
GPI,AMFR,GPI_AMFR
PCNA,NCR2,PCNA_NCR2
GZMB,IGF2R,GZMB_IGF2R
CD38,PECAM1,CD38_PECAM1
SERPINC1,LRP1,SERPINC1_LRP1
SERPINA1,LRP1,SERPINA1_LRP1
GNAS,TSHR,GNAS_TSHR
MFNG,NOTCH1,MFNG_NOTCH1
MFNG,NOTCH2,MFNG_NOTCH2
ADAM12,SDC4,ADAM12_SDC4
F2,F2RL2,F2_F2RL2
F2,F2R,F2_F2R
F2,F2RL1,F2_F2RL1
F2,F2RL3,F2_F2RL3
REN,ATP6AP2,REN_ATP6AP2
APOE,SORL1,APOE_SORL1
TFPI,VLDLR,TFPI_VLDLR
EDN3,KEL,EDN3_KEL
OMG,LINGO1,OMG_LINGO1
GNAS,AVPR2,GNAS_AVPR2
ASIP,ATRN,ASIP_ATRN
ASIP,MC1R,ASIP_MC1R
PSEN1,NOTCH1,PSEN1_NOTCH1
FSTL1,DIP2A,FSTL1_DIP2A
GNAS,PTGDR,GNAS_PTGDR
HRAS,INSR,HRAS_INSR
HRAS,CAV1,HRAS_CAV1
ARF1,INSR,ARF1_INSR
GRN,SORT1,GRN_SORT1
GZMB,CHRM3,GZMB_CHRM3
F9,LRP1,F9_LRP1
TIMP1,CD63,TIMP1_CD63
SFRP1,FZD2,SFRP1_FZD2
SFRP1,FZD6,SFRP1_FZD6
PLAT,LRP1,PLAT_LRP1
TGFB1,ENG,TGFB1_ENG
HGF,ST14,HGF_ST14
SERPINE1,LRP2,SERPINE1_LRP2
SERPINE1,LRP1,SERPINE1_LRP1
EFNB3,RHBDL2,EFNB3_RHBDL2
HBEGF,CD9,HBEGF_CD9
LTF,LRP1,LTF_LRP1
HRG,FCGR1A,HRG_FCGR1A
TFPI,LRP1,TFPI_LRP1
PROC,THBD,PROC_THBD
TGFB3,ENG,TGFB3_ENG
INHBA,ENG,INHBA_ENG
EFNB2,RHBDL2,EFNB2_RHBDL2
C3,ITGAM,C3_ITGAM
C3,CD19,C3_CD19
C3,CD46,C3_CD46
C3,C5AR2,C3_C5AR2
C3,ITGAX,C3_ITGAX
C3,CR1,C3_CR1
VASP,CXCR2,VASP_CXCR2
SLURP1,CHRNA7,SLURP1_CHRNA7
OMG,RTN4RL1,OMG_RTN4RL1
AANAT,MTNR1B,AANAT_MTNR1B
AANAT,MTNR1A,AANAT_MTNR1A
CRP,OLR1,CRP_OLR1
NTS,SORT1,NTS_SORT1
CCL21,ACKR2,CCL21_ACKR2
CCL27,ACKR2,CCL27_ACKR2
MMP7,CD44,MMP7_CD44
MMP7,CD151,MMP7_CD151
MMP7,ERBB4,MMP7_ERBB4
THBS1,SDC4,THBS1_SDC4
TIMP2,ITGB1,TIMP2_ITGB1
FGF2,SDC4,FGF2_SDC4
F13A1,ITGA4,F13A1_ITGA4
F13A1,ITGB1,F13A1_ITGB1
TIMP3,AGTR2,TIMP3_AGTR2
IGFBP4,FZD8,IGFBP4_FZD8
RSPO2,ZNRF3,RSPO2_ZNRF3
BMP6,HJV,BMP6_HJV
SCGB3A1,MARCO,SCGB3A1_MARCO
SHANK1,SSTR2,SHANK1_SSTR2
SHANK1,ADGRL1,SHANK1_ADGRL1
BMP10,ENG,BMP10_ENG
LIPH,LPAR1,LIPH_LPAR1
LIPH,LPAR4,LIPH_LPAR4
SCGB3A2,MARCO,SCGB3A2_MARCO
COL14A1,CD44,COL14A1_CD44
IL16,KCNJ15,IL16_KCNJ15
IL16,KCNJ10,IL16_KCNJ10
COL3A1,DDR2,COL3A1_DDR2
COL3A1,MAG,COL3A1_MAG
COL3A1,DDR1,COL3A1_DDR1
CXCL10,SDC4,CXCL10_SDC4
FGB,ITGAM,FGB_ITGAM
FGB,ITGB1,FGB_ITGB1
FGB,TLR4,FGB_TLR4
FGA,ITGAM,FGA_ITGAM
FGA,ITGB3,FGA_ITGB3
FGA,TLR4,FGA_TLR4
PRND,RPSA,PRND_RPSA
HAS2,HMMR,HAS2_HMMR
HAS2,CD44,HAS2_CD44
RGMB,NEO1,RGMB_NEO1
F2,THBD,F2_THBD
CCL19,ACKR2,CCL19_ACKR2
LPL,GPIHBP1,LPL_GPIHBP1
LPL,SDC1,LPL_SDC1
LPL,VLDLR,LPL_VLDLR
GNAI2,LPAR3,GNAI2_LPAR3
GNAI2,EDNRA,GNAI2_EDNRA
GNAI2,ADORA1,GNAI2_ADORA1
GNAI2,C5AR1,GNAI2_C5AR1
GNAI2,ADRA2B,GNAI2_ADRA2B
GNAI2,F2R,GNAI2_F2R
GNAI2,FPR1,GNAI2_FPR1
GNAI2,OPRM1,GNAI2_OPRM1
GNAI2,CAV1,GNAI2_CAV1
GNAI2,TBXA2R,GNAI2_TBXA2R
GNAI2,CXCR2,GNAI2_CXCR2
GNAI2,TSHR,GNAI2_TSHR
GNAI2,AGTR2,GNAI2_AGTR2
GNAI2,CNR1,GNAI2_CNR1
FBN1,ITGB3,FBN1_ITGB3
FBN1,ITGB1,FBN1_ITGB1
PSEN1,NOTCH4,PSEN1_NOTCH4
BGN,TLR4,BGN_TLR4
CTHRC1,FZD5,CTHRC1_FZD5
CTHRC1,FZD6,CTHRC1_FZD6
CTHRC1,FZD3,CTHRC1_FZD3
FGG,ITGB1,FGG_ITGB1
FGG,TLR4,FGG_TLR4
RTN4,TNFRSF19,RTN4_TNFRSF19
COL9A3,MAG,COL9A3_MAG
SLPI,PLSCR4,SLPI_PLSCR4
HMGB1,SDC1,HMGB1_SDC1
HMGB1,THBD,HMGB1_THBD
FN1,MAG,FN1_MAG
COL18A1,GPC4,COL18A1_GPC4
COL9A1,MAG,COL9A1_MAG
GIP,DPP4,GIP_DPP4
F8,LDLR,F8_LDLR
CCL28,ACKR2,CCL28_ACKR2
TGM2,ITGB1,TGM2_ITGB1
TGM2,ITGB3,TGM2_ITGB3
TGM2,SDC4,TGM2_SDC4
TGM2,ADGRG1,TGM2_ADGRG1
CNTF,IL6R,CNTF_IL6R
TGFB2,ENG,TGFB2_ENG
C4BPA,BMPR2,C4BPA_BMPR2
C4BPA,CD40,C4BPA_CD40
CFH,ITGAM,CFH_ITGAM
EFNA3,EPHB1,EFNA3_EPHB1
NGF,SORCS3,NGF_SORCS3
COL11A1,DDR1,COL11A1_DDR1
GNAS,CRHR1,GNAS_CRHR1
RBP4,STRA6,RBP4_STRA6
CEL,CXCR4,CEL_CXCR4
MMP9,CD44,MMP9_CD44
MMP9,EPHB2,MMP9_EPHB2
COL9A2,MAG,COL9A2_MAG
COL5A2,DDR1,COL5A2_DDR1
ANXA1,DYSF,ANXA1_DYSF
AGRN,ATP1A3,AGRN_ATP1A3
COL2A1,MAG,COL2A1_MAG
ZG16B,TLR5,ZG16B_TLR5
ZG16B,CXCR4,ZG16B_CXCR4
CCL25,ACKR2,CCL25_ACKR2
TCTN1,TMEM67,TCTN1_TMEM67
C4A,C5AR2,C4A_C5AR2
HRAS,AGTR1,HRAS_AGTR1
LRPAP1,LDLR,LRPAP1_LDLR
TIMP2,ITGA3,TIMP2_ITGA3
CPAMD8,SCTR,CPAMD8_SCTR
RTN4,RTN4R,RTN4_RTN4R
OMG,RTN4R,OMG_RTN4R
LTB,TNFRSF1A,LTB_TNFRSF1A
PYY,FAP,PYY_FAP
NPY,FAP,NPY_FAP
PROC,PROCR,PROC_PROCR
PLG,PLGRKT,PLG_PLGRKT
HBEGF,CD82,HBEGF_CD82
GNAI2,OPRD1,GNAI2_OPRD1
A2M,LRP1,A2M_LRP1
SERPINE2,LRP1,SERPINE2_LRP1
MMP13,LRP1,MMP13_LRP1
MMP9,LRP1,MMP9_LRP1
PLAU,LRP1,PLAU_LRP1
LRPAP1,LRP1,LRPAP1_LRP1
C3,LRP1,C3_LRP1
C1QB,LRP1,C1QB_LRP1
C4BPA,LRP1,C4BPA_LRP1
F8,LRP1,F8_LRP1
LPL,LRP1,LPL_LRP1
LIPC,LRP1,LIPC_LRP1
PSAP,LRP1,PSAP_LRP1
ASIP,MC3R,ASIP_MC3R
SFTPA2,CD93,SFTPA2_CD93
MBL2,CD93,MBL2_CD93
C1QA,CD93,C1QA_CD93
KISS1,MMP24,KISS1_MMP24
PDGFB,ART1,PDGFB_ART1
GUCA2B,GUCY2D,GUCA2B_GUCY2D
ARF1,CHRM3,ARF1_CHRM3
NGF,SORT1,NGF_SORT1
LRPAP1,SORT1,LRPAP1_SORT1
BDNF,SORT1,BDNF_SORT1
PSEN1,NOTCH2,PSEN1_NOTCH2
GNAI2,MTNR1B,GNAI2_MTNR1B
FN1,NT5E,FN1_NT5E
BGN,TLR2,BGN_TLR2
ZG16B,TLR2,ZG16B_TLR2
RNASE2,TLR2,RNASE2_TLR2
LRPAP1,SORL1,LRPAP1_SORL1
CP,SLC40A1,CP_SLC40A1
IGFBP4,LRP6,IGFBP4_LRP6
F2,ITGA2B,F2_ITGA2B
FGG,ITGA2B,FGG_ITGA2B
FGA,ITGA2B,FGA_ITGA2B
FGB,ITGA2B,FGB_ITGA2B
IL16,GRIN2D,IL16_GRIN2D
PSEN1,NOTCH3,PSEN1_NOTCH3
GPC3,CD81,GPC3_CD81
SERPING1,SELP,SERPING1_SELP
CD24,SELP,CD24_SELP
PLAU,LRP2,PLAU_LRP2
LRPAP1,LRP2,LRPAP1_LRP2
ALB,LRP2,ALB_LRP2
LPL,LRP2,LPL_LRP2
LCN2,LRP2,LCN2_LRP2
TIMP3,KDR,TIMP3_KDR
COL18A1,KDR,COL18A1_KDR
COL18A1,GPC1,COL18A1_GPC1
RTN4,CNTNAP1,RTN4_CNTNAP1
F13A1,ITGA9,F13A1_ITGA9
GPC3,IGF1R,GPC3_IGF1R
GNAI2,IGF1R,GNAI2_IGF1R
GNAI2,EGFR,GNAI2_EGFR
SPINK1,EGFR,SPINK1_EGFR
LIN7C,HTR2C,LIN7C_HTR2C
PLAU,ST14,PLAU_ST14
GNAI2,ADRA2A,GNAI2_ADRA2A
MATN1,ITGA1,MATN1_ITGA1
PLA2G10,PLA2R1,PLA2G10_PLA2R1
FGG,ITGA5,FGG_ITGA5
FGA,ITGA5,FGA_ITGA5
FGB,ITGA5,FGB_ITGA5
FBN1,ITGA5,FBN1_ITGA5
COL18A1,ITGA5,COL18A1_ITGA5
GNAI2,LHCGR,GNAI2_LHCGR
GNAS,LHCGR,GNAS_LHCGR
PROS1,MERTK,PROS1_MERTK
GNAI2,CXCR1,GNAI2_CXCR1
LTBP1,ITGB5,LTBP1_ITGB5
MMP1,ITGA2,MMP1_ITGA2
FAT4,DCHS1,FAT4_DCHS1
ASIP,MC4R,ASIP_MC4R
C4A,C3AR1,C4A_C3AR1
TAC4,TACR3,TAC4_TACR3
TAC4,TACR1,TAC4_TACR1
LRPAP1,LRP8,LRPAP1_LRP8
AHSG,INSR,AHSG_INSR
F2,GP9,F2_GP9
GNAI2,P2RY12,GNAI2_P2RY12
ASIP,MC5R,ASIP_MC5R
GNAS,VIPR1,GNAS_VIPR1
RTN4,RTN4RL1,RTN4_RTN4RL1
PTGS2,PTGDR2,PTGS2_PTGDR2
ASIP,MC2R,ASIP_MC2R
F10,F3,F10_F3
F7,F3,F7_F3
BMP5,HJV,BMP5_HJV
BMP2,HJV,BMP2_HJV
PTGS2,CAV1,PTGS2_CAV1
MMP12,PLAUR,MMP12_PLAUR
COL5A1,SDC3,COL5A1_SDC3
F8,ASGR2,F8_ASGR2
EDN2,KEL,EDN2_KEL
EDN1,KEL,EDN1_KEL
PLAU,IGF2R,PLAU_IGF2R
C4A,CR1,C4A_CR1
B2M,CD1B,B2M_CD1B
PSAP,CD1B,PSAP_CD1B
LTB,CD40,LTB_CD40
NTF4,BEX3,NTF4_BEX3
MDK,SDC4,MDK_SDC4
CCL5,SDC4,CCL5_SDC4
BMP7,ENG,BMP7_ENG
GDF2,ENG,GDF2_ENG
BMP2,ENG,BMP2_ENG
ZG16B,TLR4,ZG16B_TLR4
COLQ,MUSK,COLQ_MUSK
PLTP,ABCA1,PLTP_ABCA1
MEPE,PHEX,MEPE_PHEX
LRPAP1,VLDLR,LRPAP1_VLDLR
VIM,CD44,VIM_CD44
NAMPT,INSR,NAMPT_INSR
CEACAM5,CD8A,CEACAM5_CD8A
ADGRB1,RTN4RL1,ADGRB1_RTN4RL1
ADGRB1,RTN4RL2,ADGRB1_RTN4RL2
APOB,ENO1,APOB_ENO1
BMP2,RGMB,BMP2_RGMB
BMP4,CFC1,BMP4_CFC1
BMP4,RGMB,BMP4_RGMB
BMP7,HJV,BMP7_HJV
BSG,SLC16A1,BSG_SLC16A1
BSG,SLC16A7,BSG_SLC16A7
C1QA,CD33,C1QA_CD33
C1QB,CD33,C1QB_CD33
C3,NRP1,C3_NRP1
C4A,NRP1,C4A_NRP1
CADM3,CADM1,CADM3_CADM1
CRTAM,CADM1,CRTAM_CADM1
CADM1,CRTAM,CADM1_CRTAM
NECTIN3,CADM1,NECTIN3_CADM1
CCN1,SDC4,CCN1_SDC4
CD52,SIGLEC10,CD52_SIGLEC10
L1CAM,CD9,L1CAM_CD9
CIRBP,TREM1,CIRBP_TREM1
COL18A1,PTPRS,COL18A1_PTPRS
COL5A3,SDC3,COL5A3_SDC3
CTHRC1,ROR2,CTHRC1_ROR2
DNAJB11,PRTG,DNAJB11_PRTG
EPO,CRLF3,EPO_CRLF3
INHBB,CFC1,INHBB_CFC1
INHBB,CFC1B,INHBB_CFC1B
LGI1,ADAM22,LGI1_ADAM22
LGI2,ADAM22,LGI2_ADAM22
LGI3,ADAM22,LGI3_ADAM22
LGI3,FLOT1,LGI3_FLOT1
LGI3,STX1A,LGI3_STX1A
LGI4,ADAM22,LGI4_ADAM22
LTF,LRP11,LTF_LRP11
LY86,CD180,LY86_CD180
MATN1,ITGB1,MATN1_ITGB1
MYL9,CD69,MYL9_CD69
MYOC,FZD1,MYOC_FZD1
OMG,TNFRSF1B,OMG_TNFRSF1B
PDCD1LG2,RGMB,PDCD1LG2_RGMB
PROC,TEK,PROC_TEK
PTDSS1,JMJD6,PTDSS1_JMJD6
PTDSS1,SCARB1,PTDSS1_SCARB1
RTN4,S1PR2,RTN4_S1PR2
SERPINF1,PLXDC1,SERPINF1_PLXDC1
SERPING1,LRP1,SERPING1_LRP1
SERTAD1,AR,SERTAD1_AR
SLPI,PLSCR1,SLPI_PLSCR1
TOR2A,ATP5F1B,TOR2A_ATP5F1B
ZG16B,TLR6,ZG16B_TLR6
ZP3,CHRNA7,ZP3_CHRNA7
CALM1,TRPC3,CALM1_TRPC3
S100A10,TRPV6,S100A10_TRPV6
FADD,FAS,FADD_FAS
FADD,TRADD,FADD_TRADD
MFAP5,NOTCH1,MFAP5_NOTCH1
CALM1,PDE1A,CALM1_PDE1A
CALM3,PDE1A,CALM3_PDE1A
CALM1,PDE1B,CALM1_PDE1B
CALM3,PDE1B,CALM3_PDE1B
CALM1,PDE1C,CALM1_PDE1C
CALM3,PDE1C,CALM3_PDE1C
GNAS,ADCY1,GNAS_ADCY1
CALM3,GRM7,CALM3_GRM7
CALM1,GRM7,CALM1_GRM7
IRAK4,TLR4,IRAK4_TLR4
MEGF10,ABCA1,MEGF10_ABCA1
TLN1,ITGB3,TLN1_ITGB3
TLN1,ITGB5,TLN1_ITGB5
C1QB,C1QBP,C1QB_C1QBP
HMGB1,AGER,HMGB1_AGER
GNAS,ADRB3,GNAS_ADRB3
APOA1,ABCA1,APOA1_ABCA1
GSTP1,EGFR,GSTP1_EGFR
CALM3,EGFR,CALM3_EGFR
CALM1,INSR,CALM1_INSR
CALM3,INSR,CALM3_INSR
HMGB1,TLR4,HMGB1_TLR4
GNAS,HTR6,GNAS_HTR6
APOB,MTTP,APOB_MTTP
ITGB3BP,ITGB5,ITGB3BP_ITGB5
ITGB3BP,ITGB3,ITGB3BP_ITGB3
HEBP1,ADRA2A,HEBP1_ADRA2A
HEBP1,MTNR1A,HEBP1_MTNR1A
HEBP1,GRM7,HEBP1_GRM7
VCL,ITGB5,VCL_ITGB5
VCL,ALK,VCL_ALK
EFNA2,EPHA10,EFNA2_EPHA10
TCN2,LRP2,TCN2_LRP2
TCN2,CNR1,TCN2_CNR1
TIMP1,FGFR2,TIMP1_FGFR2
MMP2,PECAM1,MMP2_PECAM1
MMP2,CCR2,MMP2_CCR2
MMP2,FGFR1,MMP2_FGFR1
PLAT,ITGAM,PLAT_ITGAM
TGFB1,CAV1,TGFB1_CAV1
NAMPT,ADORA2A,NAMPT_ADORA2A
SERPINE1,PLAUR,SERPINE1_PLAUR
SERPINE1,ITGB5,SERPINE1_ITGB5
C5,ADRA2A,C5_ADRA2A
C5,MTNR1A,C5_MTNR1A
C5,GRM7,C5_GRM7
SELPLG,ESAM,SELPLG_ESAM
FGF6,SDC4,FGF6_SDC4
GNB3,TGFBR1,GNB3_TGFBR1
GNB3,GABBR2,GNB3_GABBR2
HRG,ERBB2,HRG_ERBB2
HRG,ERBB3,HRG_ERBB3
TFPI,SDC4,TFPI_SDC4
TFPI,F3,TFPI_F3
APOB,CALCR,APOB_CALCR
PROC,ITGAM,PROC_ITGAM
FGF23,PHEX,FGF23_PHEX
TNFSF10,RIPK1,TNFSF10_RIPK1
GSTM2,RYR2,GSTM2_RYR2
PI3,PLD2,PI3_PLD2
LYPD3,AGR2,LYPD3_AGR2
BMP4,HJV,BMP4_HJV
PSPN,GFRA3,PSPN_GFRA3
TNFSF9,TRAF2,TNFSF9_TRAF2
CD70,TNFRSF13B,CD70_TNFRSF13B
C3,MTNR1A,C3_MTNR1A
C3,GRM7,C3_GRM7
C3,ADRA2A,C3_ADRA2A
C3,IFITM1,C3_IFITM1
C3,CD81,C3_CD81
TPH1,HTR7,TPH1_HTR7
TPH1,HTR1A,TPH1_HTR1A
TPH1,HTR1F,TPH1_HTR1F
TPH1,HTR1D,TPH1_HTR1D
TPH1,HTR2C,TPH1_HTR2C
TPH1,HTR4,TPH1_HTR4
TPH1,HTR6,TPH1_HTR6
TPH1,HTR1B,TPH1_HTR1B
TPH1,HTR2A,TPH1_HTR2A
TPH1,HTR2B,TPH1_HTR2B
TPH1,HTR5A,TPH1_HTR5A
TPH1,HTR1E,TPH1_HTR1E
LMAN1,MCFD2,LMAN1_MCFD2
APOE,CHRNA4,APOE_CHRNA4
APOE,ABCA1,APOE_ABCA1
NCAN,CDH2,NCAN_CDH2
NCAN,SDC3,NCAN_SDC3
CRP,CR1,CRP_CR1
FST,HJV,FST_HJV
CFC1,ACVR1B,CFC1_ACVR1B
TGS1,RXRA,TGS1_RXRA
MMP7,SDC1,MMP7_SDC1
ADAM10,GPNMB,ADAM10_GPNMB
ADAM10,TSPAN5,ADAM10_TSPAN5
ADAM10,CADM1,ADAM10_CADM1
ADAM10,TSPAN14,ADAM10_TSPAN14
RIMS2,ABCA1,RIMS2_ABCA1
TIMP2,CD44,TIMP2_CD44
FARP2,PLXNA3,FARP2_PLXNA3
FARP2,PLXNA1,FARP2_PLXNA1
FARP2,PLXNA2,FARP2_PLXNA2
FARP2,PLXNA4,FARP2_PLXNA4
LAMC2,CD151,LAMC2_CD151
WNT5A,VANGL2,WNT5A_VANGL2
ICAM1,CAV1,ICAM1_CAV1
BST1,CAV1,BST1_CAV1
TNC,SDC4,TNC_SDC4
EGF,CAV1,EGF_CAV1
EGF,RHBDL2,EGF_RHBDL2
NPTX2,NPTXR,NPTX2_NPTXR
ADAM2,CD9,ADAM2_CD9
TIMP3,CD44,TIMP3_CD44
TIMP3,MET,TIMP3_MET
HDC,HRH1,HDC_HRH1
HDC,HRH2,HDC_HRH2
HDC,HRH3,HDC_HRH3
CGN,TGFBR2,CGN_TGFBR2
CGN,OCLN,CGN_OCLN
CGN,TGFBR1,CGN_TGFBR1
LIN7C,ABCA1,LIN7C_ABCA1
LIN7C,KCNJ4,LIN7C_KCNJ4
IL18,IL18BP,IL18_IL18BP
QDPR,DYSF,QDPR_DYSF
PIGF,FLT1,PIGF_FLT1
ADAMTS3,CCBE1,ADAMTS3_CCBE1
PIP,AQP5,PIP_AQP5
CALM3,KCNQ3,CALM3_KCNQ3
CALM3,KCNQ5,CALM3_KCNQ5
CALM3,ESR1,CALM3_ESR1
CALM3,RYR2,CALM3_RYR2
CALM3,GP6,CALM3_GP6
CALM3,SCN10A,CALM3_SCN10A
CALM3,AQP6,CALM3_AQP6
CALM3,GRM5,CALM3_GRM5
CALM3,AR,CALM3_AR
CALM3,AQP1,CALM3_AQP1
CALM3,SCN4A,CALM3_SCN4A
TFF2,MUC6,TFF2_MUC6
TFF1,MUC5AC,TFF1_MUC5AC
S100B,AGER,S100B_AGER
S100A1,TRPM3,S100A1_TRPM3
S100A1,RYR2,S100A1_RYR2
S100A1,RYR1,S100A1_RYR1
S100A1,TLR4,S100A1_TLR4
S100A1,AGER,S100A1_AGER
CXCL16,GRM7,CXCL16_GRM7
CXCL16,MTNR1A,CXCL16_MTNR1A
FGF11,FGFR2,FGF11_FGFR2
FGF11,FGFR1,FGF11_FGFR1
ARPC5,ADRB2,ARPC5_ADRB2
ARPC5,LDLR,ARPC5_LDLR
CAMP,P2RX7,CAMP_P2RX7
SPINK1,NRSN1,SPINK1_NRSN1
FABP5,RXRA,FABP5_RXRA
SHH,SCUBE2,SHH_SCUBE2
ARF6,PLD1,ARF6_PLD1
ARF6,SMAP1,ARF6_SMAP1
ANGPTL4,GPIHBP1,ANGPTL4_GPIHBP1
FADD,ABCA1,FADD_ABCA1
IL16,GRIN2B,IL16_GRIN2B
IL16,KCNJ4,IL16_KCNJ4
IL16,GRIN2A,IL16_GRIN2A
HSPA4,TLR4,HSPA4_TLR4
FGB,ITGB3,FGB_ITGB3
FGA,PLAUR,FGA_PLAUR
FGA,CDH5,FGA_CDH5
FGA,ITGAD,FGA_ITGAD
NPTX1,NPTXR,NPTX1_NPTXR
RGMB,HJV,RGMB_HJV
RGMB,BMPR2,RGMB_BMPR2
RGMB,BMPR1B,RGMB_BMPR1B
F2,GP1BB,F2_GP1BB
LPL,CD44,LPL_CD44
EFEMP2,AQP1,EFEMP2_AQP1
EFEMP2,PLSCR4,EFEMP2_PLSCR4
GNAI2,S1PR5,GNAI2_S1PR5
GNAI2,S1PR3,GNAI2_S1PR3
GNAI2,UNC5B,GNAI2_UNC5B
GNAI2,PTPRU,GNAI2_PTPRU
GNAI2,CXCR3,GNAI2_CXCR3
GNAI2,EDNRB,GNAI2_EDNRB
GNAI2,DRD2,GNAI2_DRD2
GNAI2,ADCY7,GNAI2_ADCY7
AGTRAP,RACK1,AGTRAP_RACK1
PKM,CD44,PKM_CD44
LPA,LPAR1,LPA_LPAR1
MMP1,CD44,MMP1_CD44
WNT11,KLRG2,WNT11_KLRG2
PSEN1,CD44,PSEN1_CD44
BGN,TLR1,BGN_TLR1
IZUMO1,CD9,IZUMO1_CD9
IZUMO1,IZUMO1R,IZUMO1_IZUMO1R
P4HB,MTTP,P4HB_MTTP
FGG,ITGB3,FGG_ITGB3
RTN4,GJB2,RTN4_GJB2
DMP1,PHEX,DMP1_PHEX
WNT7B,TMED5,WNT7B_TMED5
ICAM4,RHAG,ICAM4_RHAG
HMGB1,TLR9,HMGB1_TLR9
HMGB1,CXCR4,HMGB1_CXCR4
FN1,DPP4,FN1_DPP4
COL18A1,ITGB3,COL18A1_ITGB3
CALM1,KCNQ3,CALM1_KCNQ3
CALM1,GRM3,CALM1_GRM3
CALM1,CALCR,CALM1_CALCR
CALM1,GRM4,CALM1_GRM4
CALM1,CRHR1,CALM1_CRHR1
