,ligand,receptor,Source,evidence,type,LR
20785,COL1A2,ITGA5,omnipath,,ecm,COL1A2_ITGA5
20786,POMC,CYP17A1,omnipath,,ligand,POMC_CYP17A1
20787,HLA-E,KIR2DL3,omnipath,,ligand,HLA-E_KIR2DL3
20788,PTPN11,SMPD1,omnipath,,ligand,PTPN11_SMPD1
20789,GNAI3,BCAR1,omnipath,,cell_adhesion,GNAI3_BCAR1
20790,CCL13,CXCR2,omnipath,,ligand,CCL13_CXCR2
20791,TNFSF12,TRAF2,omnipath,,ligand,TNFSF12_TRAF2
20792,COL11A2,ITGB3,omnipath,,ligand,COL11A2_ITGB3
20793,TNFRSF1A,CASP3,omnipath,,ligand,TNFRSF1A_CASP3
20794,F2R,GNA11,omnipath,,cell_adhesion,F2R_GNA11
20795,FN1,IGF1R,omnipath,,ecm,FN1_IGF1R
20796,NTF4,MAPK3,omnipath,,ligand,NTF4_MAPK3
20797,ESR1,PISD,omnipath,,cell_adhesion,ESR1_PISD
20798,XCL1,CX3CR1,omnipath,,ligand,XCL1_CX3CR1
20799,ITGAD,BCAR1,omnipath,,ligand,ITGAD_BCAR1
20800,THPO,MAPK3,omnipath,,ligand,THPO_MAPK3
20801,F2,SDC4,omnipath,,ecm_regulator,F2_SDC4
20802,CHRD,BMPR2,omnipath,,ligand,CHRD_BMPR2
20803,LAMA2,PIK3R1,omnipath,,ecm,LAMA2_PIK3R1
20804,GNAI3,AKT3,omnipath,,cell_adhesion,GNAI3_AKT3
20805,IL23A,CD3E,omnipath,,ligand,IL23A_CD3E
20806,TNF,TNIK,omnipath,,ligand,TNF_TNIK
20807,CTNND1,FGFR1,omnipath,,cell_adhesion,CTNND1_FGFR1
20808,COL6A1,ITGA8,omnipath,,ecm,COL6A1_ITGA8
20809,PRKCZ,MMP9,omnipath,,cell_adhesion,PRKCZ_MMP9
20810,NR0B2,TGFB1,omnipath,,ligand,NR0B2_TGFB1
20811,LEPR,PRKAG2,omnipath,,ligand,LEPR_PRKAG2
20812,COL4A2,ITGA6,omnipath,,ecm,COL4A2_ITGA6
20813,WNT3,FZD4,omnipath,,ligand,WNT3_FZD4
20814,JAK2,TNF,omnipath,,cell_adhesion,JAK2_TNF
20815,GDF9,HAS2,omnipath,,ligand,GDF9_HAS2
20816,CTNNA1,MET,omnipath,,cell_adhesion,CTNNA1_MET
20817,CXCL10,CCR2,omnipath,,ligand,CXCL10_CCR2
20818,IL12A,GZMA,omnipath,,ligand,IL12A_GZMA
20819,NRG1,CDK5,omnipath,,ligand,NRG1_CDK5
20820,LAMC2,ITGB5,omnipath,,ecm,LAMC2_ITGB5
20821,LAMB1,ITGB7,omnipath,,ecm,LAMB1_ITGB7
20822,CCL22,CXCR3,omnipath,,ligand,CCL22_CXCR3
20823,BDNF,MAPK1,omnipath,,ligand,BDNF_MAPK1
20824,WNT1,ITGB4,omnipath,,ligand,WNT1_ITGB4
20825,GRK2,HDAC5,omnipath,,cell_adhesion,GRK2_HDAC5
20826,CXCL14,XCR1,omnipath,,ligand,CXCL14_XCR1
20827,S1PR1,MAPK1,omnipath,,cell_adhesion,S1PR1_MAPK1
20828,HLA-F,KIR2DL3,omnipath,,ligand,HLA-F_KIR2DL3
20829,IFNAR1,JAK2,omnipath,,cell_adhesion,IFNAR1_JAK2
20830,EDN1,ADCY5,omnipath,,ligand,EDN1_ADCY5
20831,JAK2,FASLG,omnipath,,cell_adhesion,JAK2_FASLG
20832,TGFBR2,CTTN,omnipath,,cell_adhesion,TGFBR2_CTTN
20833,PDGFRA,SPHK1,omnipath,,cell_adhesion,PDGFRA_SPHK1
20834,FYN,MAPK7,omnipath,,ligand,FYN_MAPK7
20835,PRKCI,IKBKB,omnipath,,tight_junction,PRKCI_IKBKB
20836,RETN,CX3CL1,omnipath,,ligand,RETN_CX3CL1
20837,GNAI3,ADCY8,omnipath,,cell_adhesion,GNAI3_ADCY8
20838,IFNG,IL17A,omnipath,,ligand,IFNG_IL17A
20839,LRP8,ITGB1,omnipath,,ligand,LRP8_ITGB1
20840,ADCY3,PRKACA,omnipath,,cell_surface_enzyme,ADCY3_PRKACA
20841,ACTN3,SRC,omnipath,,ecm,ACTN3_SRC
20842,GDNF,BCAR1,omnipath,,ligand,GDNF_BCAR1
20843,LAMC1,PIK3R1,omnipath,,ecm,LAMC1_PIK3R1
20844,CCL20,CCR2,omnipath,,ligand,CCL20_CCR2
20845,CTF1,ICAM1,omnipath,,ligand,CTF1_ICAM1
20846,FGF5,IGF1R,omnipath,,ligand,FGF5_IGF1R
20847,CMA1,MAPK3,omnipath,,secreted_enzyme,CMA1_MAPK3
20848,XCL2,CXCR1,omnipath,,ligand,XCL2_CXCR1
20849,CCL14,CX3CR1,omnipath,,ligand,CCL14_CX3CR1
20850,LPAR1,LYN,omnipath,,cell_adhesion,LPAR1_LYN
20851,CXCL13,CCR1,omnipath,,ligand,CXCL13_CCR1
20852,LAMA1,BIRC5,omnipath,,ecm,LAMA1_BIRC5
20853,JAK2,CD3E,omnipath,,cell_adhesion,JAK2_CD3E
20854,CTNND1,PIP5K1A,omnipath,,cell_adhesion,CTNND1_PIP5K1A
20855,CD19,PIK3CB,omnipath,,cell_adhesion,CD19_PIK3CB
20856,ESR1,ESRRG,omnipath,,cell_adhesion,ESR1_ESRRG
20857,PDCD1,CD247,omnipath,,cell_adhesion,PDCD1_CD247
20858,THBS1,SDC3,omnipath,,ecm,THBS1_SDC3
20859,NGFR,MAPK8,omnipath,,activating_cofactor,NGFR_MAPK8
20860,COL4A2,SDC3,omnipath,,ecm,COL4A2_SDC3
20861,PTH,MMP14,omnipath,,ligand,PTH_MMP14
20862,FGF7,EGFR,omnipath,,ligand,FGF7_EGFR
20863,BMP4,MAP3K7,omnipath,,ligand,BMP4_MAP3K7
20864,SPP1,ITGA3,omnipath,,ligand,SPP1_ITGA3
20865,TNFSF10,IKBKB,omnipath,,ligand,TNFSF10_IKBKB
20866,ITGA6,RPS6KB1,omnipath,,adhesion,ITGA6_RPS6KB1
20867,PF4,GNAI3,omnipath,,ligand,PF4_GNAI3
20868,HRAS,PAK2,omnipath,,cell_surface_ligand,HRAS_PAK2
20869,CX3CL1,CXCR3,omnipath,,ligand,CX3CL1_CXCR3
20870,WNT2B,FZD8,omnipath,,ligand,WNT2B_FZD8
20871,WNT7B,FZD9,omnipath,,ligand,WNT7B_FZD9
20872,PDGFB,MET,omnipath,,ligand,PDGFB_MET
20873,CCL15,MAPK1,omnipath,,ligand,CCL15_MAPK1
20874,TNF,SMPD1,omnipath,,ligand,TNF_SMPD1
20875,GNB1,PTK6,omnipath,,cell_adhesion,GNB1_PTK6
20876,IL6,MSR1,omnipath,,ligand,IL6_MSR1
20877,XCL2,CCR10,omnipath,,ligand,XCL2_CCR10
20878,TLR4,MAP3K1,omnipath,,cell_adhesion,TLR4_MAP3K1
20879,CCL20,CCR7,omnipath,,ligand,CCL20_CCR7
20880,IL3,PAK1,omnipath,,ligand,IL3_PAK1
20881,BMP1,TNC,omnipath,,ligand,BMP1_TNC
20882,CCL14,CCR8,omnipath,,ligand,CCL14_CCR8
20883,MPL,SOS1,omnipath,,cell_adhesion,MPL_SOS1
20884,VEGFD,PRKCB,omnipath,,ligand,VEGFD_PRKCB
20885,VWF,ITGB7,omnipath,,ecm,VWF_ITGB7
20886,ERBB2,MAPK8,omnipath,,cell_surface_ligand,ERBB2_MAPK8
20887,BAMBI,TGFB1,omnipath,,activating_cofactor,BAMBI_TGFB1
20888,PPP2R2B,RAF1,omnipath,,cell_adhesion,PPP2R2B_RAF1
20889,TYK2,PIK3CD,omnipath,,ligand,TYK2_PIK3CD
20890,CXCL2,CCR1,omnipath,,ligand,CXCL2_CCR1
20891,CXCL5,CXCR6,omnipath,,ligand,CXCL5_CXCR6
20892,ERBB2,NRAS,omnipath,,cell_surface_ligand,ERBB2_NRAS
20893,GNA13,GBF1,omnipath,,cell_adhesion,GNA13_GBF1
20894,VEGFC,IGF1R,omnipath,,ligand,VEGFC_IGF1R
20895,SOCS2,IL7R,omnipath,,ligand,SOCS2_IL7R
20896,ACTN3,PIK3R1,omnipath,,ecm,ACTN3_PIK3R1
20897,WIF1,LRP6,omnipath,,ligand,WIF1_LRP6
20898,CHAD,ITGA8,omnipath,,ecm,CHAD_ITGA8
20899,JAK2,SOS1,omnipath,,cell_adhesion,JAK2_SOS1
20900,CXCL10,CX3CR1,omnipath,,ligand,CXCL10_CX3CR1
20901,HGF,MAPK8,omnipath,,ligand,HGF_MAPK8
20902,GNB1,TRIO,omnipath,,cell_adhesion,GNB1_TRIO
20903,PRLR,TYK2,omnipath,,ligand,PRLR_TYK2
20904,JAK2,GRK5,omnipath,,cell_adhesion,JAK2_GRK5
20905,LAMA4,ITGA8,omnipath,,ecm,LAMA4_ITGA8
20906,IFNG,PLD1,omnipath,,ligand,IFNG_PLD1
20907,TNF,MAP2K4,omnipath,,ligand,TNF_MAP2K4
20908,IL11RA,JAK2,omnipath,,ligand,IL11RA_JAK2
20909,CD28,PIK3CB,omnipath,,cell_surface_ligand,CD28_PIK3CB
20910,CTNNA1,PTPRJ,omnipath,,cell_adhesion,CTNNA1_PTPRJ
20911,CARD11,IKBKB,omnipath,,cell_adhesion,CARD11_IKBKB
20912,PTPN6,IL5RA,omnipath,,ligand,PTPN6_IL5RA
20913,CD2,CD8A,omnipath,,cell_surface_ligand,CD2_CD8A
20914,CCL15,CCR4,omnipath,,ligand,CCL15_CCR4
20915,ARF6,PLD2,omnipath,,ligand,ARF6_PLD2
20916,SDC2,PLCG1,omnipath,,ligand,SDC2_PLCG1
20917,CCL15,CXCR6,omnipath,,ligand,CCL15_CXCR6
20918,TYK2,FASLG,omnipath,,ligand,TYK2_FASLG
20919,S1PR3,CXCR4,omnipath,,cell_adhesion,S1PR3_CXCR4
20920,BMPR1B,MAP3K7,omnipath,,cell_adhesion,BMPR1B_MAP3K7
20921,FPR1,MAP2K3,omnipath,,cell_surface_ligand,FPR1_MAP2K3
20922,HLA-A,IL2RB,omnipath,,ligand,HLA-A_IL2RB
20923,IFNG,PTGS1,omnipath,,ligand,IFNG_PTGS1
20924,CTNND1,PIK3R1,omnipath,,cell_adhesion,CTNND1_PIK3R1
20925,IL10,IL1A,omnipath,,ligand,IL10_IL1A
20926,TNF,ICAM1,omnipath,,ligand,TNF_ICAM1
20927,TNN,ITGA6,omnipath,,ecm,TNN_ITGA6
20928,MFAP5,JAG1,omnipath,,ecm,MFAP5_JAG1
20929,TNFSF10,PIK3CB,omnipath,,ligand,TNFSF10_PIK3CB
20930,PIK3CA,SLC2A4,omnipath,,cell_adhesion,PIK3CA_SLC2A4
20931,GNB1,YES1,omnipath,,cell_adhesion,GNB1_YES1
20932,CXCL11,CCR10,omnipath,,ligand,CXCL11_CCR10
20933,XCL1,CCR9,omnipath,,ligand,XCL1_CCR9
20934,CCL23,CX3CR1,omnipath,,ligand,CCL23_CX3CR1
20935,TGFB1,MAPK1,omnipath,,ligand,TGFB1_MAPK1
20936,TNFSF9,MAP3K5,omnipath,,ligand,TNFSF9_MAP3K5
20937,COL5A3,ITGB6,omnipath,,ecm,COL5A3_ITGB6
20938,CCN2,GJA1,omnipath,,ligand,CCN2_GJA1
20939,WNT4,FZD9,omnipath,,ligand,WNT4_FZD9
20940,GDNF,CTNND1,omnipath,,ligand,GDNF_CTNND1
20941,PSMD13,CDK2,omnipath,,ecm,PSMD13_CDK2
20942,PRNP,PLAT,omnipath,,cell_adhesion,PRNP_PLAT
20943,COL4A4,SDC3,omnipath,,ecm,COL4A4_SDC3
20944,PDGFB,PIK3CA,omnipath,,ligand,PDGFB_PIK3CA
20945,PTK2,PIK3R5,omnipath,,cell_adhesion,PTK2_PIK3R5
20946,HCST,PIK3R1,omnipath,,cell_surface_ligand,HCST_PIK3R1
20947,ERBB4,PRKCA,omnipath,,cell_surface_ligand,ERBB4_PRKCA
20948,GDNF,PIK3R1,omnipath,,ligand,GDNF_PIK3R1
20949,LCK,MAP2K1,omnipath,,cell_surface_ligand,LCK_MAP2K1
20950,TNC,SDC3,omnipath,,ecm,TNC_SDC3
20951,SRC,KLK2,omnipath,,cell_adhesion,SRC_KLK2
20952,TNF,CD44,omnipath,,ligand,TNF_CD44
20953,RELN,ITGA7,omnipath,,ecm,RELN_ITGA7
20954,EDN1,PLCG1,omnipath,,ligand,EDN1_PLCG1
20955,CXCL12,CXCR5,omnipath,,ligand,CXCL12_CXCR5
20956,WNT16,FZD5,omnipath,,ligand,WNT16_FZD5
20957,ATP2A2,PLAT,omnipath,,cell_adhesion,ATP2A2_PLAT
20958,GNAI2,PIK3R3,omnipath,,cell_surface_ligand,GNAI2_PIK3R3
20959,ITGA1,SOS1,omnipath,,adhesion,ITGA1_SOS1
20960,CBL,PIK3CD,omnipath,,cell_adhesion,CBL_PIK3CD
20961,GNAI3,PIK3R2,omnipath,,cell_adhesion,GNAI3_PIK3R2
20962,TFF1,JAG1,omnipath,,ligand,TFF1_JAG1
20963,HGF,AR,omnipath,,ligand,HGF_AR
20964,TNFAIP6,TNFSF11,omnipath,,ecm,TNFAIP6_TNFSF11
20965,IL11RA,TYK2,omnipath,,ligand,IL11RA_TYK2
20966,LAMC3,ITGA10,omnipath,,ecm,LAMC3_ITGA10
20967,IL2,MAPK9,omnipath,,ligand,IL2_MAPK9
20968,CCL19,CXCR6,omnipath,,ligand,CCL19_CXCR6
20969,GRK2,PLCB1,omnipath,,cell_adhesion,GRK2_PLCB1
20970,TNF,BACE1,omnipath,,ligand,TNF_BACE1
20971,INHBC,TGFB1,omnipath,,ligand,INHBC_TGFB1
20972,SOCS2,IL23R,omnipath,,ligand,SOCS2_IL23R
20973,CD40LG,MAPK10,omnipath,,ligand,CD40LG_MAPK10
20974,NPR2,KCNIP2,omnipath,,cell_adhesion,NPR2_KCNIP2
20975,SRC,GFRA1,omnipath,,cell_adhesion,SRC_GFRA1
20976,HLA-E,KIR2DS4,omnipath,,ligand,HLA-E_KIR2DS4
20977,HGF,PIK3CG,omnipath,,ligand,HGF_PIK3CG
20978,COL5A2,ITGB7,omnipath,,ecm,COL5A2_ITGB7
20979,EPHB1,MAP4K4,omnipath,,cell_surface_ligand,EPHB1_MAP4K4
20980,IL6,DCN,omnipath,,ligand,IL6_DCN
20981,LPAR3,PTK2,omnipath,,cell_adhesion,LPAR3_PTK2
20982,CBL,IL12RB2,omnipath,,cell_adhesion,CBL_IL12RB2
20983,THBS2,ITGA11,omnipath,,ecm,THBS2_ITGA11
20984,GNAI1,GNAS,omnipath,,cell_adhesion,GNAI1_GNAS
20985,PPBP,CXCR3,omnipath,,ligand,PPBP_CXCR3
20986,CXCL13,CXCR6,omnipath,,ligand,CXCL13_CXCR6
20987,CCL3,CCR10,omnipath,,ligand,CCL3_CCR10
20988,IL21,IL15,omnipath,,ligand,IL21_IL15
20989,PDGFRA,MBTPS1,omnipath,,cell_adhesion,PDGFRA_MBTPS1
20990,SPP1,NOS2,omnipath,,ligand,SPP1_NOS2
20991,VTN,PLAU,omnipath,,ecm,VTN_PLAU
20992,CASP8,KLK3,omnipath,,cell_adhesion,CASP8_KLK3
20993,PRKCZ,TRIP6,omnipath,,cell_adhesion,PRKCZ_TRIP6
20994,ESR1,C3,omnipath,,cell_adhesion,ESR1_C3
20995,LCK,MAP4K1,omnipath,,cell_surface_ligand,LCK_MAP4K1
20996,PIK3R1,MAP2K1,omnipath,,cell_adhesion,PIK3R1_MAP2K1
20997,IL1RAP,FADD,omnipath,,ligand,IL1RAP_FADD
20998,ITGA2B,PTPN1,omnipath,,cell_adhesion,ITGA2B_PTPN1
20999,CD2,SPN,omnipath,,cell_surface_ligand,CD2_SPN
21000,FZD5,CTNNB1,omnipath,,adhesion,FZD5_CTNNB1
21001,FCER1A,PLA2G4A,omnipath,,cell_adhesion,FCER1A_PLA2G4A
21002,ITGA1,CRKL,omnipath,,adhesion,ITGA1_CRKL
21003,LAMA1,ITGA2B,omnipath,,ecm,LAMA1_ITGA2B
21004,SIGIRR,TIRAP,omnipath,,cell_surface_ligand,SIGIRR_TIRAP
21005,TEK,PLD2,omnipath,,ligand,TEK_PLD2
21006,CXCL12,BCAR1,omnipath,,ligand,CXCL12_BCAR1
21007,CDKN2A,ATM,omnipath,,adhesion,CDKN2A_ATM
21008,TNFRSF1A,MAPK3,omnipath,,ligand,TNFRSF1A_MAPK3
21009,TNXB,SDC3,omnipath,,ecm,TNXB_SDC3
21010,PDGFC,SOS1,omnipath,,ligand,PDGFC_SOS1
21011,JAK1,PIK3R3,omnipath,,cell_adhesion,JAK1_PIK3R3
21012,IL2,TNFRSF18,omnipath,,ligand,IL2_TNFRSF18
21013,LAMC2,CTTN,omnipath,,ecm,LAMC2_CTTN
21014,CCL28,CCR1,omnipath,,ligand,CCL28_CCR1
21015,TGFA,PDGFRB,omnipath,,ligand,TGFA_PDGFRB
21016,EDN1,PLA2G1B,omnipath,,ligand,EDN1_PLA2G1B
21017,COL11A2,ITGB6,omnipath,,ligand,COL11A2_ITGB6
21018,ITGAX,CRKL,omnipath,,adhesion,ITGAX_CRKL
21019,EFNB1,KRAS,omnipath,,ligand,EFNB1_KRAS
21020,IFNG,CAMK2D,omnipath,,ligand,IFNG_CAMK2D
21021,PDGFA,INSRR,omnipath,,ligand,PDGFA_INSRR
21022,TIMP1,CD44,omnipath,,ecm_regulator,TIMP1_CD44
21023,CXCL9,MAP2K6,omnipath,,ligand,CXCL9_MAP2K6
21024,IL15RA,JAK2,omnipath,,ligand,IL15RA_JAK2
21025,CDH1,ZYX,omnipath,,cell_surface_ligand,CDH1_ZYX
21026,CCL21,CX3CR1,omnipath,,ligand,CCL21_CX3CR1
21027,LYN,PRKCE,omnipath,,cell_adhesion,LYN_PRKCE
21028,EGFR,MAP3K1,omnipath,,ligand_regulator,EGFR_MAP3K1
21029,LAMB3,ITGB3,omnipath,,ecm,LAMB3_ITGB3
21030,CCL14,CCR10,omnipath,,ligand,CCL14_CCR10
21031,CXCL5,XCR1,omnipath,,ligand,CXCL5_XCR1
21032,PRKCZ,S1PR1,omnipath,,cell_adhesion,PRKCZ_S1PR1
21033,CHAD,ITGB6,omnipath,,ecm,CHAD_ITGB6
21034,IRS4,PIK3CB,omnipath,,cell_adhesion,IRS4_PIK3CB
21035,CHAD,ITGA1,omnipath,,ecm,CHAD_ITGA1
21036,LHCGR,GNAQ,omnipath,,cell_adhesion,LHCGR_GNAQ
21037,FN1,CASP7,omnipath,,ecm,FN1_CASP7
21038,CD3D,IL2RG,omnipath,,cell_adhesion,CD3D_IL2RG
21039,JAK1,PIK3CG,omnipath,,cell_adhesion,JAK1_PIK3CG
21040,FGF13,PIK3CA,omnipath,,ligand,FGF13_PIK3CA
21041,PTPRF,IRS4,omnipath,,inhibitory_cofactor,PTPRF_IRS4
21042,IL2,STAT3,omnipath,,ligand,IL2_STAT3
21043,FLT4,BCAR1,omnipath,,ligand,FLT4_BCAR1
21044,PTH,TNFRSF11B,omnipath,,ligand,PTH_TNFRSF11B
21045,PTK2,CSNK1G2,omnipath,,cell_adhesion,PTK2_CSNK1G2
21046,LAMB3,ITGA8,omnipath,,ecm,LAMB3_ITGA8
21047,TDGF1,LYN,omnipath,,cell_surface_ligand,TDGF1_LYN
21048,NTF3,STAT3,omnipath,,ligand,NTF3_STAT3
21049,COMP,ITGB5,omnipath,,ecm,COMP_ITGB5
21050,CSF2,CD86,omnipath,,ligand,CSF2_CD86
21051,EDN1,ADCY2,omnipath,,ligand,EDN1_ADCY2
21052,CCL18,CCR4,omnipath,,ligand,CCL18_CCR4
21053,CD38,CD8A,omnipath,,cell_surface_ligand,CD38_CD8A
21054,JAK2,PIK3CG,omnipath,,cell_adhesion,JAK2_PIK3CG
21055,TP53,AR,omnipath,,ligand,TP53_AR
21056,VLDLR,CRKL,omnipath,,cell_adhesion,VLDLR_CRKL
21057,FCER1A,PIK3CA,omnipath,,cell_adhesion,FCER1A_PIK3CA
21058,HSPA8,MAPK9,omnipath,,ligand,HSPA8_MAPK9
21059,IBSP,ITGA9,omnipath,,ecm,IBSP_ITGA9
21060,ADCY1,PRKACG,omnipath,,cell_surface_ligand,ADCY1_PRKACG
21061,THBS3,ITGA5,omnipath,,ecm,THBS3_ITGA5
21062,IFNA13,HLA-E,omnipath,,ligand,IFNA13_HLA-E
21063,TNFRSF10A,MAP3K1,omnipath,,cell_surface_ligand,TNFRSF10A_MAP3K1
21064,AGER,CSNK2A2,omnipath,,cell_adhesion,AGER_CSNK2A2
21065,CXCL12,GNAQ,omnipath,,ligand,CXCL12_GNAQ
21066,VEGFD,MET,omnipath,,ligand,VEGFD_MET
21067,FYN,PRKD1,omnipath,,ligand,FYN_PRKD1
21068,IL6R,MAP2K6,omnipath,,ligand,IL6R_MAP2K6
21069,CXCL1,CCR8,omnipath,,ligand,CXCL1_CCR8
21070,TNFRSF8,ICAM1,omnipath,,cell_surface_ligand,TNFRSF8_ICAM1
21071,IL4,PIK3R1,omnipath,,ligand,IL4_PIK3R1
21072,RAPGEF2,KRAS,omnipath,,tight_junction,RAPGEF2_KRAS
21073,ITGAE,PTK2,omnipath,,adhesion,ITGAE_PTK2
21074,CD40,MAPK10,omnipath,,adhesion,CD40_MAPK10
21075,CNTFR,JAK3,omnipath,,cell_adhesion,CNTFR_JAK3
21076,HLA-C,KIR2DL4,omnipath,,ligand,HLA-C_KIR2DL4
21077,TGFB1,FCGR3A,omnipath,,ligand,TGFB1_FCGR3A
21078,SFRP2,FZD4,omnipath,,ligand,SFRP2_FZD4
21079,DDR2,PRKCD,omnipath,,cell_adhesion,DDR2_PRKCD
21080,IL6,CDK4,omnipath,,ligand,IL6_CDK4
21081,SYK,MAPK12,omnipath,,cell_adhesion,SYK_MAPK12
21082,SOCS2,IL10RA,omnipath,,ligand,SOCS2_IL10RA
21083,VIP,ADCY1,omnipath,,ligand,VIP_ADCY1
21084,FGF8,PDGFRB,omnipath,,ligand,FGF8_PDGFRB
21085,GNA13,TRIO,omnipath,,cell_adhesion,GNA13_TRIO
21086,A2M,CHAT,omnipath,,ecm_regulator,A2M_CHAT
21087,COL3A1,ITGB6,omnipath,,ecm,COL3A1_ITGB6
21088,PIK3R1,ITK,omnipath,,cell_adhesion,PIK3R1_ITK
21089,IL2,SOS1,omnipath,,ligand,IL2_SOS1
21090,BSG,VEGFA,omnipath,,cell_surface_ligand,BSG_VEGFA
21091,IL2RG,MAPK8,omnipath,,cell_adhesion,IL2RG_MAPK8
21092,JAK1,CAMK2B,omnipath,,cell_adhesion,JAK1_CAMK2B
21093,RET,CTTN,omnipath,,cell_surface_ligand,RET_CTTN
21094,WNT11,CSNK1A1,omnipath,,ligand,WNT11_CSNK1A1
21095,XCL1,CCR8,omnipath,,ligand,XCL1_CCR8
21096,NPHS1,PIK3R2,omnipath,,cell_adhesion,NPHS1_PIK3R2
21097,BTK,MAPK12,omnipath,,cell_adhesion,BTK_MAPK12
21098,AGRN,CTTN,omnipath,,ecm,AGRN_CTTN
21099,FGFR2,CTTN,omnipath,,cell_surface_ligand,FGFR2_CTTN
21100,NPHS1,PIK3CA,omnipath,,cell_adhesion,NPHS1_PIK3CA
21101,IL1B,TNFRSF17,omnipath,,ligand,IL1B_TNFRSF17
21102,IL1B,PLA2G1B,omnipath,,ligand,IL1B_PLA2G1B
21103,LAMA2,ITGB7,omnipath,,ecm,LAMA2_ITGB7
21104,CD80,PIK3R1,omnipath,,ligand,CD80_PIK3R1
21105,LAMB1,PRNP,omnipath,,ecm,LAMB1_PRNP
21106,CD8A,TGFB1,omnipath,,ligand,CD8A_TGFB1
21107,FGF1,PIK3R1,omnipath,,ligand,FGF1_PIK3R1
21108,CXCL2,CX3CR1,omnipath,,ligand,CXCL2_CX3CR1
21109,ITGB3,MAP3K14,omnipath,,ligand_regulator,ITGB3_MAP3K14
21110,THBS1,ITGA7,omnipath,,ecm,THBS1_ITGA7
21111,ITGB7,BCAR1,omnipath,,adhesion,ITGB7_BCAR1
21112,INS,LRP1,omnipath,,ligand,INS_LRP1
21113,IL7R,TYK2,omnipath,,ligand,IL7R_TYK2
21114,CBL,ITGA4,omnipath,,cell_adhesion,CBL_ITGA4
21115,CXCL8,CXCR5,omnipath,,ligand,CXCL8_CXCR5
21116,PRL,IDO1,omnipath,,ligand,PRL_IDO1
21117,IL6,STAT3,omnipath,,ligand,IL6_STAT3
21118,ESR1,NOS3,omnipath,,cell_adhesion,ESR1_NOS3
21119,CCL15,CX3CR1,omnipath,,ligand,CCL15_CX3CR1
21120,WNK4,TRPV5,omnipath,,tight_junction,WNK4_TRPV5
21121,IL2RG,TNFRSF18,omnipath,,cell_adhesion,IL2RG_TNFRSF18
21122,PF4V1,CXCR6,omnipath,,ligand,PF4V1_CXCR6
21123,CSF2,MCL1,omnipath,,ligand,CSF2_MCL1
21124,COL6A3,ITGA8,omnipath,,ecm,COL6A3_ITGA8
21125,CCL17,XCR1,omnipath,,ligand,CCL17_XCR1
21126,GRK5,TNF,omnipath,,cell_adhesion,GRK5_TNF
21127,THBS4,SDC3,omnipath,,ecm,THBS4_SDC3
21128,PDCD1,CTLA4,omnipath,,cell_adhesion,PDCD1_CTLA4
21129,IL2,ITGAM,omnipath,,ligand,IL2_ITGAM
21130,EPHB2,MAP4K4,omnipath,,cell_surface_ligand,EPHB2_MAP4K4
21131,CCL21,XCR1,omnipath,,ligand,CCL21_XCR1
21132,CD8A,PIK3R1,omnipath,,ligand,CD8A_PIK3R1
21133,FGF18,PIK3R1,omnipath,,ligand,FGF18_PIK3R1
21134,LEP,PRKAG1,omnipath,,ligand,LEP_PRKAG1
21135,IL15,KLRK1,omnipath,,ligand,IL15_KLRK1
21136,ADIPOQ,F3,omnipath,,ligand,ADIPOQ_F3
21137,PIK3CA,MAPK3,omnipath,,cell_adhesion,PIK3CA_MAPK3
21138,SYK,SOS1,omnipath,,cell_adhesion,SYK_SOS1
21139,IFNG,PIK3R1,omnipath,,ligand,IFNG_PIK3R1
21140,CD79B,SOS1,omnipath,,cell_adhesion,CD79B_SOS1
21141,IL6,IL2RB,omnipath,,ligand,IL6_IL2RB
21142,ERBB2,KRAS,omnipath,,cell_surface_ligand,ERBB2_KRAS
21143,IL2RB,PRKCB,omnipath,,cell_adhesion,IL2RB_PRKCB
21144,COL1A2,ITGA8,omnipath,,ecm,COL1A2_ITGA8
21145,COL4A4,ITGB5,omnipath,,ecm,COL4A4_ITGB5
21146,LPAR1,EGFR,omnipath,,cell_adhesion,LPAR1_EGFR
21147,NRG1,PIK3CA,omnipath,,ligand,NRG1_PIK3CA
21148,IL6,MAP2K6,omnipath,,ligand,IL6_MAP2K6
21149,CHAD,ITGA6,omnipath,,ecm,CHAD_ITGA6
21150,JAK1,BCL2,omnipath,,cell_adhesion,JAK1_BCL2
21151,TNR,ITGB5,omnipath,,ecm,TNR_ITGB5
21152,KLRD1,MICB,omnipath,,cell_surface_ligand,KLRD1_MICB
21153,CXCR1,JAK2,omnipath,,cell_adhesion,CXCR1_JAK2
21154,AR,TH,omnipath,,cell_adhesion,AR_TH
21155,KITLG,MATK,omnipath,,ligand,KITLG_MATK
21156,EDNRA,CYSLTR2,omnipath,,cell_adhesion,EDNRA_CYSLTR2
21157,FASLG,EGFR,omnipath,,ligand,FASLG_EGFR
21158,ADCYAP1,GFAP,omnipath,,ligand,ADCYAP1_GFAP
21159,EDN1,CYSLTR1,omnipath,,ligand,EDN1_CYSLTR1
21160,TGFB3,FN1,omnipath,,ligand,TGFB3_FN1
21161,CTNNA1,IGF1R,omnipath,,cell_adhesion,CTNNA1_IGF1R
21162,CCL11,CCR6,omnipath,,ligand,CCL11_CCR6
21163,WNT4,FZD10,omnipath,,ligand,WNT4_FZD10
21164,VTN,SRC,omnipath,,ecm,VTN_SRC
